dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2020,continentExp,time,susceptibles,infected,recovered,dead
17/04/2020,17,4,2020,14,1,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,54,513,282,123,82
18/04/2020,18,4,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,55,499,290,126,85
19/04/2020,19,4,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,56,488,287,135,90
20/04/2020,20,4,2020,31,12,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,57,482,284,140,94
21/04/2020,21,4,2020,7,6,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,58,475,278,147,100
22/04/2020,22,4,2020,10,2,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,59,465,280,153,102
23/04/2020,23,4,2020,13,4,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,60,452,282,160,106
24/04/2020,24,4,2020,15,4,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,61,437,288,165,110
25/04/2020,25,4,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,62,426,290,173,111
26/04/2020,26,4,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,63,419,293,174,114
27/04/2020,27,4,2020,26,7,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,64,411,292,180,117
28/04/2020,28,4,2020,11,3,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,65,400,294,186,120
29/04/2020,29,4,2020,11,6,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,66,389,293,192,126
30/04/2020,30,4,2020,12,2,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,67,377,298,197,128
01/05/2020,1,5,2020,4,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,68,373,290,209,128
02/05/2020,2,5,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,69,368,289,212,131
03/05/2020,3,5,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,70,359,292,214,135
04/05/2020,4,5,2020,17,9,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,71,356,287,220,137
05/05/2020,5,5,2020,10,1,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,72,346,293,223,138
06/05/2020,6,5,2020,13,2,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,73,333,298,229,140
07/05/2020,7,5,2020,12,3,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,74,321,299,237,143
08/05/2020,8,5,2020,9,3,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,75,312,303,239,146
09/05/2020,9,5,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,76,307,299,245,149
10/05/2020,10,5,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,77,302,292,253,153
11/05/2020,11,5,2020,17,10,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,78,295,290,259,156
12/05/2020,12,5,2020,6,3,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,79,289,286,266,159
13/05/2020,13,5,2020,3,5,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,80,286,277,273,164
14/05/2020,14,5,2020,13,3,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,81,273,279,281,167
15/05/2020,15,5,2020,11,3,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,82,262,285,283,170
16/05/2020,16,5,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,83,258,279,290,173
17/05/2020,17,5,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,84,253,279,292,176
18/05/2020,18,5,2020,10,8,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,85,252,273,297,178
19/05/2020,19,5,2020,4,2,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,86,248,269,303,180
20/05/2020,20,5,2020,2,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,87,246,266,308,180
21/05/2020,21,5,2020,5,1,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,88,241,261,317,181
22/05/2020,22,5,2020,6,4,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,89,235,255,325,185
23/05/2020,23,5,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,90,232,248,331,189
24/05/2020,24,5,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,91,228,243,335,194
25/05/2020,25,5,2020,9,11,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,92,226,236,342,196
26/05/2020,26,5,2020,6,3,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,93,220,232,349,199
27/05/2020,27,5,2020,5,3,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,94,215,225,358,202
28/05/2020,28,5,2020,2,1,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,95,213,220,364,203
29/05/2020,29,5,2020,2,1,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,96,211,215,370,204
30/05/2020,30,5,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,97,205,214,376,205
31/05/2020,31,5,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,98,200,215,379,206
01/06/2020,1,6,2020,16,2,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,99,195,216,383,206
02/06/2020,2,6,2020,3,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,100,192,212,390,206
03/06/2020,3,6,2020,7,3,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,101,185,215,391,209
04/06/2020,4,6,2020,11,5,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,102,174,216,396,214
05/06/2020,5,6,2020,7,2,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,103,167,217,400,216
06/06/2020,6,6,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,104,154,224,405,217
07/06/2020,7,6,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,105,148,223,410,219
08/06/2020,8,6,2020,22,6,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,106,145,222,411,222
09/06/2020,9,6,2020,5,2,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,107,140,220,416,224
10/06/2020,10,6,2020,8,4,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,108,132,219,421,228
11/06/2020,11,6,2020,5,1,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,109,127,219,425,229
12/06/2020,12,6,2020,9,1,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,110,118,222,430,230
13/06/2020,13,6,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,111,113,219,435,233
14/06/2020,14,6,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,112,110,215,441,234
15/06/2020,15,6,2020,12,6,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,113,106,214,444,236
16/06/2020,16,6,2020,4,3,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,114,102,211,448,239
17/06/2020,17,6,2020,6,1,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,115,96,211,453,240
18/06/2020,18,6,2020,4,1,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,116,92,208,459,241
19/06/2020,19,6,2020,3,1,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,117,89,206,463,242
20/06/2020,20,6,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,118,86,204,466,244
21/06/2020,21,6,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,119,80,203,469,248
22/06/2020,22,6,2020,10,8,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,120,79,198,473,250
23/06/2020,23,6,2020,3,3,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,121,76,194,477,253
24/06/2020,24,6,2020,5,1,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,122,71,195,480,254
25/06/2020,25,6,2020,2,4,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,123,69,186,487,258
26/06/2020,26,6,2020,3,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,124,66,187,489,258
27/06/2020,27,6,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,125,64,182,493,261
28/06/2020,28,6,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,126,62,176,500,262
29/06/2020,29,6,2020,5,7,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,127,61,172,502,265
30/06/2020,30,6,2020,1,1,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,128,60,169,505,266
01/07/2020,1,7,2020,1,3,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,129,59,163,509,269
02/07/2020,2,7,2020,3,2,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,130,56,161,512,271
03/07/2020,3,7,2020,4,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,131,52,164,513,271
04/07/2020,4,7,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,132,50,159,517,274
05/07/2020,5,7,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,133,45,159,518,278
06/07/2020,6,7,2020,10,8,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,134,42,158,521,279
07/07/2020,7,7,2020,2,1,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,135,40,154,526,280
08/07/2020,8,7,2020,2,1,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,136,38,154,527,281
09/07/2020,9,7,2020,1,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,137,37,153,529,281
10/07/2020,10,7,2020,1,1,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,138,36,150,532,282
11/07/2020,11,7,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,139,36,144,537,283
12/07/2020,12,7,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,140,35,139,539,287
13/07/2020,13,7,2020,2,5,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,141,34,137,542,287
14/07/2020,14,7,2020,1,1,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,142,33,136,543,288
15/07/2020,15,7,2020,1,1,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,143,32,134,545,289
16/07/2020,16,7,2020,2,1,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,144,30,130,550,290
17/07/2020,17,7,2020,1,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,145,29,128,553,290
18/07/2020,18,7,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,146,27,128,555,290
19/07/2020,19,7,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,147,27,127,556,290
20/07/2020,20,7,2020,4,2,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,148,25,125,558,292
21/07/2020,21,7,2020,0,2,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,149,25,120,561,294
22/07/2020,22,7,2020,0,1,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,150,25,117,563,295
23/07/2020,23,7,2020,0,1,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,151,25,113,566,296
24/07/2020,24,7,2020,0,3,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,152,25,109,567,299
25/07/2020,25,7,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,153,25,109,567,299
26/07/2020,26,7,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,154,24,108,567,301
27/07/2020,27,7,2020,2,2,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,155,23,108,568,301
28/07/2020,28,7,2020,1,1,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,156,22,107,569,302
29/07/2020,29,7,2020,0,2,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,157,22,104,570,304
30/07/2020,30,7,2020,1,2,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,158,21,100,573,306
31/07/2020,31,7,2020,1,1,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,159,20,98,575,307
01/08/2020,1,8,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,160,20,96,577,307
02/08/2020,2,8,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,161,20,93,580,307
03/08/2020,3,8,2020,1,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,162,19,93,581,307
04/08/2020,4,8,2020,0,1,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,163,19,90,583,308
05/08/2020,5,8,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,164,19,90,583,308
06/08/2020,6,8,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,165,19,89,584,308
07/08/2020,7,8,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,166,19,88,585,308
08/08/2020,8,8,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,167,19,87,585,309
09/08/2020,9,8,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,168,19,86,586,309
10/08/2020,10,8,2020,0,3,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,169,19,80,590,311
11/08/2020,11,8,2020,0,3,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,170,19,77,590,314
12/08/2020,12,8,2020,0,1,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,171,19,74,592,315
13/08/2020,13,8,2020,0,1,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,172,19,72,593,316
14/08/2020,14,8,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,173,19,68,597,316
15/08/2020,15,8,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,174,19,62,601,318
16/08/2020,16,8,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,175,19,61,601,319
17/08/2020,17,8,2020,0,4,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,176,19,60,601,320
18/08/2020,18,8,2020,1,1,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,177,18,60,601,321
19/08/2020,19,8,2020,1,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,178,17,60,602,321
20/08/2020,20,8,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,179,17,59,603,321
21/08/2020,21,8,2020,0,1,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,180,17,58,603,322
22/08/2020,22,8,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,181,17,57,604,322
23/08/2020,23,8,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,182,17,55,606,322
24/08/2020,24,8,2020,0,1,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,183,17,52,608,323
25/08/2020,25,8,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,184,17,52,608,323
26/08/2020,26,8,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,185,17,50,610,323
27/08/2020,27,8,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,186,17,49,611,323
28/08/2020,28,8,2020,0,1,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,187,17,47,612,324
29/08/2020,29,8,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,188,17,45,614,324
30/08/2020,30,8,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,189,17,42,616,325
31/08/2020,31,8,2020,1,3,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,190,16,40,617,327
01/09/2020,1,9,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,191,16,40,617,327
02/09/2020,2,9,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,192,16,39,618,327
03/09/2020,3,9,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,193,16,38,619,327
04/09/2020,4,9,2020,1,1,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,194,15,38,619,328
05/09/2020,5,9,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,195,15,38,619,328
06/09/2020,6,9,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,196,15,38,619,328
07/09/2020,7,9,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,197,15,38,619,328
08/09/2020,8,9,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,198,15,38,619,328
09/09/2020,9,9,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,199,15,38,619,328
10/09/2020,10,9,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,200,15,38,619,328
11/09/2020,11,9,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,201,15,38,619,328
12/09/2020,12,9,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,202,15,36,620,329
13/09/2020,13,9,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,203,14,37,620,329
14/09/2020,14,9,2020,1,1,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,204,14,36,621,329
15/09/2020,15,9,2020,0,1,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,205,14,33,623,330
16/09/2020,16,9,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,206,14,32,624,330
17/09/2020,17,9,2020,0,1,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,207,14,30,625,331
18/09/2020,18,9,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,208,14,30,625,331
19/09/2020,19,9,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,209,14,28,627,331
20/09/2020,20,9,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,210,14,25,629,332
21/09/2020,21,9,2020,0,1,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,211,14,24,630,332
22/09/2020,22,9,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,212,14,24,630,332
23/09/2020,23,9,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,213,14,24,630,332
24/09/2020,24,9,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,214,14,24,630,332
25/09/2020,25,9,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,215,14,23,631,332
26/09/2020,26,9,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,216,14,23,631,332
27/09/2020,27,9,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,217,14,23,631,332
28/09/2020,28,9,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,218,14,23,631,332
29/09/2020,29,9,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,219,14,20,634,332
30/09/2020,30,9,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,220,14,20,634,332
01/10/2020,1,10,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,221,14,19,635,332
02/10/2020,2,10,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,222,14,18,636,332
03/10/2020,3,10,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,223,14,17,637,332
04/10/2020,4,10,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,224,14,17,637,332
05/10/2020,5,10,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,225,14,17,637,332
06/10/2020,6,10,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,226,14,16,638,332
07/10/2020,7,10,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,227,14,16,638,332
08/10/2020,8,10,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,228,14,15,639,332
09/10/2020,9,10,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,229,14,14,640,332
10/10/2020,10,10,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,230,14,13,641,332
11/10/2020,11,10,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,231,14,13,641,332
12/10/2020,12,10,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,232,14,12,642,332
13/10/2020,13,10,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,233,14,11,643,332
14/10/2020,14,10,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,234,14,11,643,332
15/10/2020,15,10,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,235,14,10,644,332
16/10/2020,16,10,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,236,14,10,644,332
17/10/2020,17,10,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,237,14,9,645,332
18/10/2020,18,10,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,238,14,8,645,333
19/10/2020,19,10,2020,0,1,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,239,14,8,645,333
20/10/2020,20,10,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,240,14,8,645,333
21/10/2020,21,10,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,241,14,8,645,333
22/10/2020,22,10,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,242,14,7,646,333
23/10/2020,23,10,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,243,14,7,646,333
24/10/2020,24,10,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,244,14,7,646,333
25/10/2020,25,10,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,245,14,7,646,333
26/10/2020,26,10,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,246,14,7,646,333
27/10/2020,27,10,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,247,14,7,646,333
28/10/2020,28,10,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,248,14,7,646,333
29/10/2020,29,10,2020,0,1,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,249,14,6,646,334
30/10/2020,30,10,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,250,14,6,646,334
31/10/2020,31,10,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,251,14,6,646,334
01/11/2020,1,11,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,252,14,6,646,334
02/11/2020,2,11,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,253,14,6,646,334
03/11/2020,3,11,2020,0,0,SIRDlockdown12b_SSA-s0_N1000_WD,XX,XXX,1000,Artificialia,254,14,6,646,334
